Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
1377,3,BOM_RPO574442642/000 x 7,"VERTICAL ADJUSTMENT KIT 4""  COMPLETE OF SCREW",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,530,,EACH,,,Y,False,,True,,,False,,,
1378,3,BOM_RPO574442781/000 x 160,WARNING LABLES,160,BOM,160,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,540,,EACH,,,Y,False,,True,,,False,,,
1379,3,BOM_RPO574442782/000 x 24,WARNING LABLES FOR MV CABLE,24,BOM,24,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,550,,EACH,,,Y,False,,True,,,False,,,
1380,3,BOM_RPO574443003/000 x 4,VENTILATED CHANNEL STRAIGHT ELEMENT H=1-3/8  W=3,4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,560,,EACH,,,Y,False,,True,,,False,,,
1381,3,BOM_RPO574443004/000 x 4,COVER FOR VENTILATED CHANNEL STRAIGHT ELEMENT H=1-3/8  W=3,4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,570,,EACH,,,Y,False,,True,,,False,,,
1382,3,BOM_RPO574443013/000 x 4,"VENTILATED CHANNEL 90 HORIZONTAL ELBOW H=1-3/8  W=3, R=12",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,580,,EACH,,,Y,False,,True,,,False,,,
1383,3,BOM_RPO574443014/000 x 4,"COVER FOR VENTILATED CHANNEL 90 HORIZONTAL ELBOW H=1-3/8  W=3, R=12",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,590,,EACH,,,Y,False,,True,,,False,,,
1384,3,BOM_RPO574443161/000 x 12,"STANDARD SPLICE PLATE 3""",12,BOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,600,,EACH,,,Y,False,,True,,,False,,,
1385,3,BOM_RPO574443252/000 x 40,FLANGED OUT COVER CLIP COMPLETE OF SCREW,40,BOM,40,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,610,,EACH,,,Y,False,,True,,,False,,,
1386,3,BOM_RTR330290600/000 x 10,BULLONERIA PER SUPPORTI ELETTRICI,10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,620,,EACH,,,Y,False,,True,,,False,,,
1387,3,BOM_RTR332050600/000 x 230,KIT M8X30 EXAGONAL SCREW WITH PLANE WASHER AND NUT FOR CHANNEL WITH SPRING,230,BOM,230,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,630,,EACH,,,Y,False,,True,,,False,,,
1388,3,BOM_RPO574441447/000 x 1,"INSIDE 90 ELBOW H=4, R=12, W=24",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,650,,EACH,,,Y,False,,True,,,False,,,
1389,3,BOM_RPO574440136/000 x 1,"COVER FOR 90 HORIZONTAL ELBOW W=18,R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,730,,EACH,,,Y,False,,True,,,False,,,
1390,3,BOM_RPO574440140/000 x 5,"COVER FOR 90 HORIZONTAL ELBOW W=9,R=12",5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,740,,EACH,,,Y,False,,True,,,False,,,
1391,3,BOM_RPO574440216/000 x 2,"COVER FOR 60 HORIZONTAL ELBOW W=30,R=24",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,750,,EACH,,,Y,False,,True,,,False,,,
1392,3,BOM_RPO574440338/000 x 2,"COVER FOR 45 HORIZONTAL ELBOW W=12, R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,760,,EACH,,,Y,False,,True,,,False,,,
1393,3,BOM_RPO574440340/000 x 1,"COVER FOR 45 HORIZONTAL ELBOW W=9, R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,770,,EACH,,,Y,False,,True,,,False,,,
1394,3,BOM_RPO574440379/000 x 2,"45 HORIZONTAL ELBOW H=4, W=12, R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,780,,EACH,,,Y,False,,True,,,False,,,
1395,3,BOM_RPO574440442/000 x 10,"COVER FOR 30 HORIZONTAL ELBOW W=6, R=12",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,790,,EACH,,,Y,False,,True,,,False,,,
1396,3,BOM_RPO574441726/000 x 1,"COVER FOR INSIDE 30 ELBOW R=12, W=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,800,,EACH,,,Y,False,,True,,,False,,,
1397,3,BOM_RPO574441824/000 x 2,"COVER FOR OUTSIDE 90 ELBOW R=12, W=9",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,810,,EACH,,,Y,False,,True,,,False,,,
1398,3,BOM_RPO574442024/000 x 1,"COVER FOR OUTSIDE 45 ELBOW R=12, W=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,820,,EACH,,,Y,False,,True,,,False,,,
1399,3,BOM_RPO574442128/000 x 1,"COVER FOR OUTSIDE 30 ELBOW R=12, W=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,830,,EACH,,,Y,False,,True,,,False,,,
1400,3,BOM_RPO574441428/000 x 1,COVER FOR INSIDE 90 ELBOW H=6 R=24 W=30,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,840,,EACH,,,Y,False,,True,,,False,,,
1401,3,BOM_RPO574441828/000 x 1,COVER FOR OUTSIDE 90 ELBOW H=6 R=24 W=30,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,850,,EACH,,,Y,False,,True,,,False,,,
1402,3,BOM_RPO574441616/000 x 1,"COVER FOR INSIDE 45 ELBOW R=12, W=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,860,,EACH,,,Y,False,,True,,,False,,,
1403,3,BOM_RPO574441645/000 x 1,"INSIDE 45 ELBOW H=4, R=12, W=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,870,,EACH,,,Y,False,,True,,,False,,,
1404,3,BOM_RPO574441720/000 x 2,"COVER FOR INSIDE 30 ELBOW R=12, W=18",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,880,,EACH,,,Y,False,,True,,,False,,,
1405,3,BOM_RPO574441749/000 x 2,"INSIDE 30 ELBOW H=4, R=12, W=18",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,890,,EACH,,,Y,False,,True,,,False,,,
1406,3,BOM_RPO574442018/000 x 1,"COVER FOR OUTSIDE 45 ELBOW R=12, W=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,900,,EACH,,,Y,False,,True,,,False,,,
1407,3,BOM_RPO574442045/000 x 1,"OUTSIDE 45 ELBOW H=4, R=12, W=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,910,,EACH,,,Y,False,,True,,,False,,,
1408,3,BOM_RPO574442122/000 x 2,"COVER FOR OUTSIDE 30 ELBOW R=12, W=18",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,920,,EACH,,,Y,False,,True,,,False,,,
1409,3,BOM_RPO574442149/000 x 2,"OUTSIDE 30 ELBOW H=4, R=12, W=18",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,930,,EACH,,,Y,False,,True,,,False,,,
1410,3,BOM_RPO574442711/000 x 240,HOLD DOWN CLAMP WITH SCREW,240,BOM,240,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,940,,EACH,,,Y,False,,True,,,False,,,
1411,3,BOM_RPO574442722/000 x 4,INSULATION PAD (ONE M2),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,950,,EACH,,,Y,False,,True,,,False,,,
1412,3,BOM_RPO574442702/000 x 20,HORIZONTAL FLEXIBLE DIVIDERS 4 INCHES COMPLETE OF SCREW,20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,960,,EACH,,,Y,False,,True,,,False,,,
1413,3,BOM_RTR330290600/000 x 50,BULLONERIA PER SUPPORTI ELETTRICI,50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,970,,EACH,,,Y,False,,True,,,False,,,
1414,1,K955CPA00_0506053/002 x 1,DISTRIBUTED CONTROL SYSTEM (D.C.S.),1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,990,,EACH,,,Y,False,,True,,,False,,,
1415,2,BOM_SMO0399670/000 x 1,FAT,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S80107014_0506053..1.000000,Y,False,,True,,,False,,,
1416,3,BOM_SMO0399668/000 x 1,PRE-FAT,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1417,4,BOM_SMO0399667/000 x 1,DCS CONFIGURATION,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1418,5,BOM_SMO0398957/000 x 1,DCS ELECTRICAL ASSEMBLY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S80107027_0506053..1.000000,Y,False,,True,,,False,,,
1419,6,BOM_SMO0398808/000 x 1,DCS MECHANICAL LIGHT ASSEMBLY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S80107026_0506053..1.000000,Y,False,,True,,,False,,,
1420,7,BOM_SMO0398807/000 x 1,DCS MECHANICAL HEAVY ASSEMBLY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1421,8,BOM_SMO0559855/000 x 1,STEELWORK FOR DCS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S80107041_0506053..1.000000,Y,False,,True,,,False,,,
1422,9,BOM_SMO0559851/001 x 1,STEELWORK MPS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1423,10,BOM_RQO190010401/000 x 7,ETA TOP+BOTTOM FLAT-PACK W=800XD=800 RAL 7035,7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1424,10,BOM_RQO190020301/000 x 7,"ETA DOOR+UPRIGHTS FLAT-PACK W=800XH=2200, RAL7035, 110",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1425,10,BOM_RQO190030301/000 x 7,ETA REAR+UPRIGHTS FLAT-PACK W=800XH=2200 RAL 7035,7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1426,10,BOM_RQO190061001/000 x 1,"ETA INTERNAL REVOLVING RACK 180,  DECENTERED FLAT-PACK W=800XH=2200, RAL7035",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1427,10,BOM_RQO190070300/000 x 21,ETA Internal Mounting Plate W/D=800x H=2200 No Painted - Galvanized,21,BOM,21,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1428,10,BOM_RQO190090301/000 x 1,ETA LATERAL CLOSURE PLATES (2PCS) D=800XH=2200 RAL 7035,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1429,10,BOM_RQO190390101/000 x 4,DOCUMENT FOLDER FOR 800MM DOOR ETA WTTS000800GE,4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1430,10,BOM_RQO190420501/000 x 1,"ETA, BLANKING PLATE, 6HE",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
1431,10,BOM_RQO190420201/000 x 2,"ETA, BLANKING PLATE, 3HE",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
1432,10,BOM_RQO190420101/000 x 2,"ETA, BLANKING PLATE, 2HE",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,,Y,False,,True,,,False,,,
1433,10,BOM_RQO190490100/000 x 1,"ETA 180 DOOR HINGES FOR 2200 MM HEIGHT DOOR, EUCE-180002",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
1434,10,BOM_RQO190420001/000 x 2,"ETA, 19"" PANELS (RAL7035), 1HE, WA115LB",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
1435,10,BOM_RQO190550000/000 x 2,"ETA, 19"" CABLE ENTRY PANEL WITH BRUSH (RAL 9011), 1HE, AEP0040",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,130,,EACH,,,Y,False,,True,,,False,,,
1436,10,BOM_RQO190480400/000 x 7,"MODULAR BASE PLATE FOR CABLE ENTRY, WTTG-080100",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
1437,9,BOM_SMO0559854/000 x 1,LIFTING BAR/BOTTOM SKID,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1438,10,BOM_RQO185970000/000 x 1,LIFTING BAR/BOTTOM SKID,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1439,10,BOM_RQO185970100/000 x 1,LIFTING BAR,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1440,8,BOM_SMO0398806/000 x 1,PLC FARM OUT,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1441,9,BOM_SMO0559713/000 x 1,MARKVIE CONTROLLER CPU,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S801B0015_0506053..1.000000,Y,False,,True,,,False,,,
1442,10,GE_IS420UCSCH1B/A x 2,"UCSC CONTROLLER, QUAD CORE, 1.2GHZ, 4GB",2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1443,9,BOM_SMO0559714/000 x 1,MARKVIES  CONTROLLER CPU,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: S801B0550_0506053..1.000000,Y,False,,True,,,False,,,
1444,10,GE_IS420UCSCS2A/A x 2,"UCSC CONTROLLER, SIL CERT, DUAL CORE, 1.6GHZ, 2GB",2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1445,9,BOM_SMO0559715/001 x 1,MARKVIE DISTRIBUTION BOARDS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,RefDesgComment: S801B0551_0506053..1.000000,Y,False,,True,,,False,,,
1446,10,GE_151X1202YE12PP02/A x 2,JPDM/JPDS BASE,2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1447,10,GE_151X1202YE12PP03/A x 4,JPDA/JPDH/JPDP BASE,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1448,10,GE_IS410JPDHG1A/A x 4,JPDH HIGH DENSITY POWER DISTRIBUTION,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1449,10,GE_N722LP16008B22/A x 4,#10 X 1/2 TFS. SCREWS FOR MOUNTING TCAS (3 PER CARD),4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1450,10,GE_IS230JPDGH1B/A x 2,JPDG POWER DISTRIBUTION MODULE,2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1451,10,GE_IS210JPDDG1A/A x 4,JPDD DC POWER DISTRIBUTION,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1452,10,GE_151X1202YE12PP04/A x 4,JPDH/P/A COVER,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1453,9,BOM_SMO0559716/000 x 1,MARKVIE PUAA UNIVERSAL ANALOG,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,RefDesgComment: S801B0554_0506053..1.000000,Y,False,,True,,,False,,,
1454,10,GE_IS430SNUAH1A/A x 3,UNIVERSAL ANALOG I/O ASSEMBLY,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1455,9,BOM_SMO0559717/000 x 1,MARKVIE SERIAL AND PROFINET CARD,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,RefDesgComment: S801B0555_0506053..1.000000,Y,False,,True,,,False,,,
1456,10,GE_IS420PPNGH1A/A x 2,"PPNG CONTROLLER, PROFINET GATE",2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1457,10,GE_N722LP16010B22/A x 4,TAPTITE SCREW#10-32 X 5/8,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1458,9,BOM_SMO0559718/001 x 1,MARKVIES AI/AO SIMPLEX,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,RefDesgComment: S801B0558_0506053..1.000000,Y,False,,True,,,False,,,
1459,10,GE_IS430SSUAH1A/A x 3,UNIVERSAL I/O MODULE, SIL,3,GEBOM,,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,
1460,9,BOM_SMO0559719/000 x 1,MARKVIES DI TMR,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,RefDesgComment: S801B0559_0506053..1.000000,Y,False,,True,,,False,,,
1461,10,GE_151X1202YE05SA01/A x 3,4 IN  DIN RAIL T-CARD BASE ASS,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1462,10,GE_151X1202YE08PP16/A x 3,4 INCH T CARD COVER,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1463,10,GE_173C9123BB 003/A x 3,TB 1-24,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1464,10,GE_173C9123BB 004/A x 3,TB 25-48,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1465,10,GE_IS200TBCIS2C/A x 3,"TERMIN.BD, CONTACT INPUT(*2)",3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1466,10,GE_IS220YDIAS1A/A x 9,"IO PACK, CONTACT IN SIL",9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1467,10,GE_N722LP16008B22/A x 6,#10 X 1/2 TFS. SCREWS FOR MOUNTING TCAS (3 PER CARD),6,GEBOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1468,10,GE_N722MP13010B/A x 9,#6 X 5/8 TFS,9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
1469,9,BOM_SMO0559720/004 x 1,MARKVIES DO TMR,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,RefDesgComment: S801B0561_0506053..1.000000,Y,False,,True,,,False,,,
1470,10,GE_151X1202YE05SA02/A x 9,"7"" DIN RAIL T-CARD BASE ASSY",9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1471,10,GE_151X1202YE08PP14/A x 9,COVER FOR TREA,9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1472,10,GE_173C9123BB 003/A x 9,TB 1-24,9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1473,10,GE_173C9123BB 004/A x 9,TB 25-48,9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1474,10,GE_IS200TRLYS1B/A x 9,"TERMINATION BD., RELAY",9,GEBOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1475,10,GE_IS220YDOAS1A/A x 27,"IO PACK, CONTACT OUT SIL",27,GEBOM,27,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1476,10,GE_N722LP16008B22/A x 18,#10 X 1/2 TFS. SCREWS FOR MOUNTING TCAS (3 PER CARD),18,GEBOM,18,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1477,10,GE_N722MP13010B/A x 27,#6 X 5/8 TFS,27,GEBOM,27,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
1478,9,BOM_SMO0559721/000 x 1,MARKVIE DI/DO SIMPLEX,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,RefDesgComment: S801B0562_0506053..1.000000,Y,False,,True,,,False,,,
1479,10,GE_151X1202YE08PP10/A x 4,COVER FOR TDBS,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1480,10,GE_IS200WROBH1A/A x 4,SRLY OPTION BOARD-B,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1481,10,GE_IS200TDBSH2A/A x 4,T DISCRTE SIMPLEX,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1482,10,GE_N722MP13010B/A x 12,#6 X 5/8 TFS,12,GEBOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1483,10,GE_IS220PDIOH1B/A x 4,"IO PACK, DISCRETE IO",4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1484,10,GE_151X1202YE05SA02/A x 4,"7"" DIN RAIL T-CARD BASE ASSY",4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1485,10,GE_N722LP16008B22/A x 8,#10 X 1/2 TFS. SCREWS FOR MOUNTING TCAS (3 PER CARD),8,GEBOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1486,9,BOM_SMO0559722/002 x 1,IONET SWITCH,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,RefDesgComment: S801B0563_0506053..1.000000,Y,False,,True,,,False,,,
1487,10,GE_IS420ESWBH2A/A x 4,ESWB ETHERNET SWITCH W/FIBER,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1488,10,GE_IS420ESWBH3A/A x 4,IONET SWITCH,4,GEBOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1489,9,BOM_SMO0559723/000 x 1,MARKVIE/S ADDITIONAL COMPONENTS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,RefDesgComment: S801S0015_0506053..1.000000,Y,False,,True,,,False,,,
